###########################################################################################
log
###########################################################################################

Time = 139.02
Volume = 5.35e-16

###########################################################################################
conversão
###########################################################################################

4.490227;0.015353
4.748806;0.016235
6.648913;0.022741
8.695631;0.029663
9.390780;0.032011
9.454038;0.032222
9.620575;0.032774
9.715198;0.033087
10.084933;0.034315
10.122395;0.034445
10.178745;0.034635
10.268912;0.034937
10.311988;0.035080
10.439743;0.035497
10.469399;0.035588
10.591553;0.035998
10.851293;0.036866
10.985495;0.037313
11.132920;0.037822
11.306561;0.038402
11.694643;0.039731
11.781488;0.040016
11.949466;0.040600
12.157551;0.041306
12.572888;0.042716
13.030244;0.044240
13.302847;0.045160
13.460372;0.045697
13.781585;0.046779
14.064974;0.047741
14.790742;0.050163
15.148541;0.051344
15.503523;0.052516
16.684761;0.056472
16.970552;0.057413
17.039867;0.057650
17.063819;0.057731
17.096153;0.057840
17.217469;0.058227
17.603371;0.059500
17.723366;0.059903
18.102216;0.061148
18.285694;0.061763
18.504879;0.062486
18.736707;0.063235
18.952176;0.063951
19.339031;0.065210
19.753814;0.066585
19.996305;0.067372
20.188965;0.068003
20.699019;0.069702
20.798520;0.070040
21.336849;0.071808
21.372294;0.071927
21.776326;0.073278
21.835190;0.073479
21.866243;0.073579
22.003726;0.074030
22.097140;0.074343
22.291494;0.074957
22.321393;0.075061
22.370634;0.075217
22.991652;0.077279
23.000873;0.077306
23.223558;0.078054
23.317073;0.078350
23.425321;0.078702
23.510755;0.078980
23.833318;0.080032
23.931273;0.080348
23.974001;0.080501
24.307912;0.081626
24.339210;0.081726
24.400915;0.081934
24.526509;0.082334
24.543069;0.082394
24.693701;0.082883
24.813174;0.083267
24.922211;0.083631
25.132227;0.084329
25.311865;0.084920
25.768979;0.086454
25.793618;0.086530
25.823945;0.086629
25.979298;0.087140
26.015293;0.087257
26.051150;0.087374
26.057797;0.087398
26.133224;0.087650
26.143586;0.087688
26.245254;0.088027
26.257746;0.088066
26.457158;0.088710
26.470030;0.088753
26.507870;0.088877
26.583735;0.089120
26.654458;0.089343
26.700415;0.089494
26.743964;0.089639
27.059966;0.090666
27.580625;0.092321
27.980828;0.093619
28.133823;0.094128
28.215781;0.094396
28.541510;0.095464
28.541726;0.095465
28.748354;0.096154
28.877584;0.096593
28.958409;0.096856
29.146650;0.097475
29.248418;0.097814
29.329771;0.098068
29.405191;0.098318
29.571754;0.098851
29.603155;0.098950
29.722997;0.099362
30.161750;0.100779
30.307649;0.101254
31.087871;0.103806
31.224623;0.104256
31.240081;0.104310
31.358405;0.104696
31.626205;0.105555
31.657315;0.105656
31.813889;0.106165
31.842827;0.106255
31.869785;0.106340
32.042427;0.106903
32.069046;0.106984
32.070663;0.106989
32.344438;0.107887
32.458342;0.108259
32.653393;0.108880
32.816592;0.109397
32.829007;0.109434
32.923980;0.109737
32.985703;0.109933
33.031299;0.110074
33.145781;0.110431
33.207942;0.110630
33.331857;0.111016
33.372856;0.111149
33.632511;0.111983
33.708224;0.112216
33.719198;0.112258
33.896358;0.112847
33.909297;0.112891
33.917623;0.112918
33.925952;0.112946
34.025650;0.113289
34.347104;0.114331
34.575699;0.115061
34.734773;0.115581
34.748749;0.115629
34.748931;0.115630
