0	0	0	0
1	2109	1039	0
2	2174	1086	1
3	2236	1114	1
4	2172	1009	1
5	2119	1077	4
6	2113	1137	5
7	2236	1130	4
8	2137	1085	12
9	2251	1110	10
10	2213	1111	8
11	2214	1093	7
12	2235	1112	11
13	2183	1137	12
14	2189	1098	12
15	2155	1092	21
16	2147	1150	16
17	2201	1110	12
18	2185	1099	15
19	2188	1100	24
20	2114	1087	16
21	2196	1099	20
22	2161	1067	26
23	2216	1051	36
24	2129	1192	23
25	2116	1106	19
26	2181	1074	27
27	2119	1087	25
28	2143	1119	21
29	2099	1155	16
30	2094	1095	29
31	2189	1145	27
32	2159	1075	37
33	2171	1131	27
34	2106	1153	29
35	2129	1100	27
36	2198	1112	30
37	2147	1085	45
38	2201	1163	47
39	2105	1105	24
40	2194	1127	32
41	2123	1106	44
42	2251	1185	31
43	2152	1147	38
44	2191	1057	28
45	2152	1200	40
46	2154	1145	40
47	2194	1136	52
48	2220	1144	24
49	2239	1087	49
50	2046	1117	56
51	2135	1096	51
52	2185	1117	51
53	2073	1170	42
54	2051	1156	49
55	2078	1169	53
56	2211	1138	45
57	2116	1187	48
58	2122	1163	42
59	2164	1170	56
60	2092	1133	61
61	2163	1109	51
62	2052	1188	46
63	2117	1161	47
64	2081	1194	48
65	2178	1089	45
66	2124	1149	55
67	2072	1099	46
68	2096	1142	61
69	2198	1141	53
70	2171	1161	66
71	2168	1207	54
72	2097	1190	63
73	2212	1110	35
74	2115	1141	69
75	2102	1157	70
76	2117	1184	55
77	2123	1134	57
78	2105	1207	52
79	2155	1118	65
80	2095	1188	65
81	2158	1114	70
82	2099	1209	66
83	2226	1208	77
84	2188	1153	69
85	2169	1183	89
86	2131	1179	67
87	2062	1136	79
88	2114	1118	63
89	2095	1149	76
90	2094	1196	62
91	2122	1140	58
92	2113	1104	63
93	2136	1108	75
94	2058	1258	65
95	2064	1200	69
96	2118	1150	76
97	2036	1204	74
98	2060	1077	78
99	2049	1139	72
100	2087	1193	84
101	2069	1162	60
102	2087	1103	83
103	2091	1116	72
104	2072	1226	82
105	2079	1185	83
106	2163	1185	76
107	2076	1222	86
108	2115	1191	70
109	2094	1210	76
110	2081	1207	83
111	2082	1146	71
112	2120	1206	66
113	2053	1143	78
114	2045	1170	67
115	2027	1188	75
116	2083	1140	78
117	2050	1114	68
118	2093	1158	85
119	2166	1131	98
120	2033	1148	89
121	2086	1209	83
122	2074	1189	103
123	2075	1206	89
124	2111	1260	82
125	2076	1221	91
126	2008	1254	81
127	2138	1174	102
128	2147	1158	81
129	2140	1203	84
130	2058	1140	80
131	2107	1219	97
132	2094	1216	84
133	2024	1205	103
134	2081	1178	91
135	2029	1148	106
136	1914	1176	99
137	2026	1115	87
138	2099	1146	82
139	2043	1239	95
140	2113	1238	108
141	2072	1188	95
142	2160	1201	91
143	1936	1205	84
144	2092	1235	92
145	1978	1249	97
146	2040	1225	78
147	2007	1208	76
148	2076	1245	99
149	2039	1175	99
150	2037	1140	90
151	2013	1206	99
152	2035	1106	103
153	2069	1249	103
154	2081	1160	100
155	2011	1221	98
156	1992	1136	91
157	1974	1115	91
158	1999	1206	92
159	2127	1118	109
160	1996	1184	92
161	2050	1142	97
162	2040	1120	90
163	1990	1175	104
164	1975	1199	102
165	2067	1203	102
166	1984	1190	99
167	2053	1203	102
168	2023	1182	88
169	2046	1228	105
170	1977	1175	94
171	1973	1215	98
172	2037	1224	110
173	1987	1176	99
174	2112	1131	119
175	2079	1187	102
176	2004	1179	103
177	2032	1179	103
178	1910	1174	113
179	2004	1178	104
180	2049	1200	109
181	2058	1204	101
182	1999	1166	109
183	1970	1175	109
184	2034	1273	109
185	1960	1128	104
186	2001	1258	106
187	2044	1223	102
188	2038	1187	95
189	1948	1196	124
190	1983	1192	108
191	2089	1193	110
192	2011	1179	115
193	1981	1114	98
194	2005	1233	117
195	1992	1142	110
196	1950	1172	111
197	2063	1198	126
198	1968	1130	111
199	2012	1195	122
200	2001	1207	103
201	1991	1220	120
202	1951	1232	107
203	1959	1247	109
204	1904	1168	117
205	1961	1242	115
206	1973	1169	131
207	1923	1212	127
208	1945	1197	97
209	1934	1199	113
210	2039	1209	106
211	1935	1186	93
212	1938	1175	107
213	1993	1206	104
214	1918	1188	105
215	1969	1171	105
216	1959	1222	94
217	1941	1232	143
218	2038	1131	119
219	1967	1231	108
220	2007	1175	120
221	2023	1213	112
222	1901	1157	134
223	2020	1108	111
224	1939	1178	116
225	1904	1221	113
226	1991	1184	125
227	2017	1176	134
228	2021	1201	139
229	1971	1236	125
230	1913	1241	114
231	1954	1203	109
232	1944	1228	133
233	2019	1163	129
234	1943	1170	129
235	2005	1240	123
236	1926	1227	135
237	1943	1200	120
238	1946	1197	125
239	1940	1183	108
240	1903	1178	143
241	1912	1220	126
242	1894	1158	125
243	1862	1216	143
244	1930	1226	143
245	1805	1185	146
246	1917	1276	132
247	1899	1177	123
248	1956	1194	155
249	1874	1158	141
250	1844	1153	131
251	1896	1181	128
252	1827	1118	144
253	1933	1240	113
254	1945	1192	132
255	1947	1259	115
256	1905	1130	134
257	1884	1210	124
258	1895	1195	115
259	1907	1168	131
260	1876	1143	131
261	1848	1188	120
262	1916	1144	137
263	1876	1169	162
264	1860	1167	131
265	1960	1183	147
266	1842	1130	141
267	1900	1197	132
268	1952	1231	142
269	1884	1160	133
270	1839	1193	137
271	1940	1166	135
272	1860	1203	125
273	1856	1156	131
274	1906	1203	123
275	1882	1219	144
276	1903	1184	132
277	1882	1233	137
278	1883	1154	129
279	1923	1175	109
280	1964	1182	142
281	1902	1145	123
282	1905	1180	153
283	1885	1166	141
284	1878	1203	130
285	1832	1178	129
286	1811	1247	129
287	1905	1157	134
288	1805	1139	130
289	1855	1201	156
290	1860	1201	140
291	1872	1177	133
292	1774	1117	143
293	1860	1178	134
294	1834	1149	149
295	1856	1136	127
296	1847	1186	159
297	1852	1154	143
298	1817	1257	135
299	1890	1210	170
300	1811	1191	131
301	1802	1159	128
302	1813	1220	139
303	1853	1181	143
304	1839	1184	142
305	1846	1213	142
306	1814	1156	133
307	1807	1222	130
308	1859	1248	162
309	1844	1192	127
310	1842	1158	154
311	1823	1199	132
312	1843	1185	149
313	1802	1168	135
314	1808	1243	149
315	1881	1210	137
316	1843	1183	153
317	1862	1183	125
318	1790	1197	159
319	1791	1165	139
320	1786	1195	146
321	1855	1150	152
322	1796	1108	160
323	1839	1157	133
324	1821	1172	147
325	1810	1193	129
326	1912	1176	143
327	1819	1150	143
328	1779	1154	136
329	1863	1183	142
330	1825	1156	141
331	1789	1198	142
332	1891	1186	138
333	1783	1104	156
334	1848	1191	156
335	1781	1197	130
336	1868	1127	149
337	1733	1157	135
338	1803	1230	151
339	1772	1175	133
340	1814	1209	152
341	1812	1207	127
342	1805	1184	145
343	1788	1142	134
344	1780	1203	132
345	1802	1228	150
346	1760	1132	154
347	1724	1135	137
348	1769	1138	121
349	1790	1127	149
350	1747	1150	157
351	1751	1136	151
352	1808	1168	175
353	1780	1185	141
354	1792	1179	139
355	1707	1198	144
356	1787	1185	129
357	1848	1174	148
358	1777	1142	163
359	1797	1145	143
360	1761	1150	151
361	1719	1137	162
362	1788	1130	142
363	1802	1188	153
364	1746	1229	163
365	1711	1166	154
366	1780	1133	161
367	1714	1128	123
368	1781	1221	149
369	1730	1138	155
370	1820	1166	145
371	1862	1056	158
372	1766	1194	176
373	1814	1146	157
374	1693	1198	146
375	1783	1105	143
376	1775	1173	172
377	1713	1188	157
378	1813	1150	134
379	1801	1136	159
380	1708	1141	128
381	1749	1127	153
382	1740	1138	130
383	1705	1194	137
384	1725	1174	158
385	1720	1133	151
386	1711	1103	138
387	1655	1176	143
388	1739	1168	159
389	1744	1121	145
390	1791	1158	142
391	1684	1137	145
392	1738	1207	146
393	1696	1078	185
394	1758	1084	138
395	1741	1106	169
396	1806	1129	150
397	1756	1099	156
398	1664	1075	133
399	1768	1155	152
400	1669	1220	152
401	1714	1107	153
402	1683	1114	153
403	1667	1101	154
404	1691	1085	163
405	1693	1189	163
406	1768	1164	138
407	1675	1136	134
408	1765	1134	143
409	1799	1170	161
410	1680	1151	144
411	1707	1150	176
412	1717	1172	166
413	1695	1118	148
414	1675	1133	140
415	1637	1088	152
416	1665	1146	170
417	1665	1113	145
418	1662	1174	168
419	1691	1158	131
420	1669	1132	169
421	1702	1092	135
422	1678	1200	173
423	1699	1131	141
424	1707	1110	161
425	1773	1165	152
426	1598	1169	160
427	1696	1110	156
428	1600	1166	178
429	1683	1101	146
430	1719	1111	165
431	1620	1157	147
432	1606	1148	146
433	1587	1110	160
434	1629	1190	150
435	1627	1103	160
436	1686	1136	145
437	1693	1107	162
438	1731	1131	161
439	1638	1085	155
440	1634	1110	154
441	1651	1150	154
442	1716	1126	152
443	1664	1132	150
444	1669	1149	165
445	1680	1082	146
446	1634	1106	163
447	1694	1089	155
448	1699	1120	138
449	1595	1104	182
450	1578	1112	169
451	1578	1146	175
452	1577	1126	160
453	1766	1172	152
