0.072623	0.749181
0.089866	0.735251
0.101814	0.725600
0.118860	0.711829
0.166795	0.673105
0.168852	0.671443
0.169577	0.670857
0.171558	0.669257
0.172452	0.668535
0.174138	0.667173
0.192381	0.652435
0.200823	0.645615
0.221174	0.629175
0.229790	0.622214
0.277039	0.584044
0.286395	0.576486
0.320367	0.549041
0.327588	0.543208
0.333409	0.538506
0.346521	0.527913
0.352317	0.523231
0.357098	0.519368
0.358548	0.518197
0.358832	0.517967
0.378168	0.502347
0.395062	0.488699
0.398384	0.486015
0.398417	0.485988
0.412827	0.474348
0.413670	0.473667
0.439671	0.452662
0.441417	0.451251
0.458320	0.437596
0.463344	0.433538
0.475398	0.423800
0.482277	0.418242
0.489863	0.412114
0.509918	0.395913
0.510166	0.395713
0.542424	0.369653
0.551589	0.362249
0.564607	0.351733
0.587230	0.333456
0.606351	0.318009
0.626411	0.301803
0.632515	0.296873
0.671735	0.265189
0.672189	0.264822
0.675387	0.262239
0.676876	0.261035
0.686362	0.253372
0.686589	0.253189
0.721304	0.225145
0.725436	0.221806
0.761420	0.192737
0.769463	0.186239
0.773860	0.182687
0.782413	0.175778
0.801216	0.160587
0.801482	0.160372
0.815997	0.148647
0.833777	0.134283
0.874524	0.101366
0.883049	0.094479
0.883915	0.093779
0.892716	0.086669
0.894378	0.085326
0.897604	0.082721
