###########################################################################################
log
###########################################################################################

Time = 1901.48
Volume = 7.50e-15

###########################################################################################
distribuições
###########################################################################################

0;0;0;0;0
1;16210;7937;0;24147
2;16317;8052;12;24381
3;16359;8096;17;24472
4;16330;8149;22;24501
5;16133;8110;25;24268
6;16429;8277;27;24733
7;16203;7999;38;24240
8;16356;8225;43;24624
9;16258;7853;65;24176
10;16253;8090;76;24419
11;15987;8008;77;24072
12;16343;7976;80;24399
13;16029;8126;91;24246
14;16284;8207;93;24584
15;16236;8034;92;24362
16;16287;8229;89;24605
17;16025;8152;119;24296
18;16305;8177;111;24593
19;16030;8078;134;24242
20;16365;8099;127;24591
21;16208;8187;124;24519
22;16057;8187;122;24366
23;16312;8128;128;24568
24;16199;8249;131;24579
25;16317;8312;150;24779
26;16059;8343;148;24550
27;16088;8211;185;24484
28;16179;8365;179;24723
29;15973;8226;165;24364
30;16306;8182;198;24686
31;16011;8260;183;24454
32;16215;8214;206;24635
33;16036;8274;183;24493
34;15976;8099;210;24285
35;16309;8358;228;24895
36;16109;8368;185;24662
37;16110;8366;243;24719
38;16256;8224;204;24684
39;16133;8312;240;24685
40;16047;8490;239;24776
41;16101;8421;230;24752
42;16098;8343;224;24665
43;16034;8383;245;24662
44;16015;8428;283;24726
45;16248;8508;263;25019
46;15846;8248;248;24342
47;16036;8286;291;24613
48;15929;8496;265;24690
49;16104;8473;274;24851
50;16082;8385;287;24754
51;15978;8354;284;24616
52;15891;8485;307;24683
53;16266;8425;288;24979
54;16010;8356;292;24658
55;15994;8543;328;24865
56;15769;8406;327;24502
57;15900;8518;327;24745
58;16036;8366;307;24709
59;16076;8329;347;24752
60;15955;8339;331;24625
61;15932;8472;347;24751
62;15907;8427;330;24664
63;16113;8426;349;24888
64;16034;8492;360;24886
65;15899;8539;376;24814
66;16057;8413;367;24837
67;15968;8532;370;24870
68;15741;8445;370;24556
69;16144;8589;369;25102
70;16078;8400;357;24835
71;15929;8668;379;24976
72;15959;8492;409;24860
73;15706;8697;418;24821
74;15951;8630;401;24982
75;16124;8459;402;24985
76;15991;8651;422;25064
77;15810;8609;390;24809
78;15940;8629;405;24974
79;15766;8668;449;24883
80;15937;8562;412;24911
81;15939;8704;459;25102
82;15833;8553;456;24842
83;15781;8707;444;24932
84;15798;8668;410;24876
85;15780;8678;404;24862
86;15806;8344;453;24603
87;15336;8548;461;24345
88;15779;8577;437;24793
89;15622;8549;478;24649
90;15721;8795;438;24954
91;15741;8611;501;24853
92;15907;8596;442;24945
93;15834;8569;502;24905
94;15714;8645;481;24840
95;15501;8650;490;24641
96;15956;8567;463;24986
97;15742;8518;467;24727
98;15882;8683;464;25029
99;15714;8695;519;24928
100;15566;8757;505;24828
101;15662;8622;523;24807
102;15895;8716;524;25135
103;15732;8667;526;24925
104;15612;8652;536;24800
105;15552;8681;578;24811
106;15521;8653;516;24690
107;15728;8568;565;24861
108;15491;8651;523;24665
109;15653;8714;526;24893
110;15514;8734;574;24822
111;15738;8690;565;24993
112;15748;8641;536;24925
113;15563;8950;545;25058
114;15578;8664;539;24781
115;15590;8695;565;24850
116;15554;8795;563;24912
117;15493;8759;547;24799
118;15472;8683;602;24757
119;15559;8732;571;24862
120;15506;8697;603;24806
121;15435;8659;580;24674
122;15411;8731;566;24708
123;15474;8775;569;24818
124;15651;8708;642;25001
125;15741;8648;590;24979
126;15419;8689;615;24723
127;15434;8690;617;24741
128;15656;8761;616;25033
129;15586;8898;651;25135
130;15432;8705;632;24769
131;15237;8775;615;24627
132;15405;8698;622;24725
133;15329;8823;602;24754
134;15656;8780;611;25047
135;15472;8786;627;24885
136;15425;8815;634;24874
137;15341;8863;602;24806
138;15469;8757;651;24877
139;15285;8994;710;24989
140;15362;8780;612;24754
141;15222;8957;676;24855
142;15352;8832;678;24862
