###########################################################################################
log
###########################################################################################

Time = 448.90
Volume = 5.00e-17
Loops = 50

###########################################################################################
distribuições
###########################################################################################

0	0	0	0
1	5403	2678	0
2	5514	3243	2
3	5454	3440	4
4	5330	3599	5
5	5420	3663	7
6	5552	3682	7
7	5598	3668	18
8	5446	3672	22
9	5211	3636	11
10	5558	3737	22
11	5439	3750	19
12	5436	3711	20
13	5457	3695	31
14	5555	3676	42
15	5522	3720	31
16	5452	3754	26
17	5497	3695	40
18	5424	3746	35
19	5360	3651	42
20	5467	3701	37
21	5480	3723	40
22	5524	3699	49
23	5419	3789	48
24	5536	3820	53
25	5479	3702	42
26	5362	3666	55
27	5326	3764	53
28	5324	3701	53
29	5355	3734	54
30	5429	3790	60
31	5384	3778	65
32	5459	3714	61
33	5539	3822	56
34	5363	3693	66
35	5293	3688	62
36	5367	3743	71
37	5359	3794	66
38	5391	3784	65
39	5303	3715	69
40	5536	3794	77
41	5505	3672	63
42	5453	3713	89
43	5405	3640	77
44	5378	3642	69
45	5392	3761	77
46	5394	3715	86
47	5342	3489	84
48	5381	3695	85
49	5307	3823	93
50	5318	3732	89
51	5288	3742	89
52	5339	3796	79
53	5341	3688	98
54	5378	3768	95
55	5341	3706	109
56	5424	3816	104
57	5485	3708	95
58	5470	3667	95
59	5317	3772	114
60	5364	3632	108
61	5373	3700	113
62	5306	3698	119
63	5360	3679	101
64	5416	3764	120
65	5308	3730	131
66	5362	3591	122
67	5272	3757	125
68	5343	3707	112
69	5247	3678	112
70	5295	3835	120
71	5338	3768	126
72	5269	3784	116
73	5288	3727	115
74	5383	3750	120
75	5303	3702	121
76	5250	3663	141
77	5216	3723	133
78	5315	3715	105
79	5246	3722	144
80	5328	3709	130
81	5147	3705	107
82	5201	3800	144
83	5253	3721	148
84	5271	3740	141
85	5405	3551	143
86	5271	3696	147
87	5212	3634	147
88	5338	3718	150
89	5315	3744	133
90	5303	3702	163
91	5234	3660	161
92	5292	3731	144
93	5316	3774	162
94	5223	3760	180
95	5351	3759	162
96	5279	3617	144
97	5041	3510	156
98	5206	3762	157
99	5184	3672	159
100	5291	3656	168
101	5308	3597	183
102	5293	3755	159
103	5240	3570	169
104	5288	3735	170
105	5320	3609	164
106	5148	3667	171
107	5269	3751	166
108	5193	3618	161
109	5309	3733	160
110	5319	3799	179
111	5143	3724	175
112	5337	3647	151
113	5186	3688	180
114	5128	3704	174
115	5180	3586	191
116	5267	3730	211
117	5121	3707	181
118	5131	3640	174
119	5125	3624	166
120	5127	3610	195
121	5179	3730	166
122	5104	3700	170
123	5242	3662	213
