###########################################################################################
log
###########################################################################################

Time = 30344.27
Volume = 1.00e-17
Loops = 50

###########################################################################################
distribuições
###########################################################################################

0;0;0;0;0
1;1364;792;0;2156
2;1506;1803;1;3310
3;1491;2174;0;3665
4;1441;2492;9;3942
5;1479;2555;3;4037
6;1531;2673;3;4207
7;1455;2556;4;4015
8;1453;2682;1;4136
9;1421;2712;4;4137
10;1513;2668;5;4186
11;1455;2554;4;4013
12;1445;2600;6;4051
13;1489;2599;4;4092
14;1463;2644;7;4114
15;1472;2556;8;4036
16;1517;2578;4;4099
17;1538;2545;7;4090
18;1467;2603;13;4083
19;1423;2551;13;3987
20;1467;2648;10;4125
21;1416;2551;7;3974
22;1439;2550;12;4001
23;1530;2603;7;4140
24;1498;2595;11;4104
25;1475;2619;12;4106
26;1461;2499;15;3975
27;1475;2609;10;4094
28;1491;2600;18;4109
29;1445;2627;25;4097
30;1494;2611;15;4120
31;1473;2620;15;4108
32;1400;2477;17;3894
33;1412;2468;18;3898
34;1451;2599;19;4069
35;1368;2515;18;3901
36;1414;2510;17;3941
37;1454;2450;12;3916
38;1462;2498;12;3972
39;1417;2500;26;3943
40;1437;2436;20;3893
41;1408;2459;19;3886
42;1457;2451;19;3927
43;1424;2513;15;3952
44;1453;2513;17;3983
45;1442;2423;19;3884
46;1417;2510;18;3945
47;1376;2428;17;3821
48;1433;2471;19;3923
49;1425;2513;21;3959
50;1403;2428;18;3849
51;1440;2531;22;3993
52;1422;2389;22;3833
53;1417;2560;20;3997
54;1365;2445;24;3834
55;1444;2505;23;3972
56;1387;2461;20;3868
57;1373;2305;25;3703
58;1368;2332;18;3718
59;1373;2354;27;3754
60;1354;2368;17;3739
61;1434;2408;26;3868
62;1389;2395;22;3806
63;1372;2410;26;3808
64;1388;2386;34;3808
65;1396;2415;25;3836
66;1424;2456;29;3909
67;1443;2418;22;3883
68;1348;2389;24;3761
69;1369;2342;19;3730
70;1356;2405;31;3792
71;1357;2403;27;3787
72;1347;2327;25;3699
73;1329;2383;26;3738
74;1386;2351;29;3766
75;1402;2358;29;3789
76;1378;2384;24;3786
77;1380;2299;26;3705
78;1376;2305;24;3705
79;1425;2228;30;3683
80;1420;2276;26;3722
81;1393;2321;34;3748
82;1305;2220;34;3559
83;1398;2419;32;3849
84;1396;2327;33;3756
85;1365;2281;30;3676
86;1337;2366;25;3728
87;1334;2293;31;3658
88;1343;2244;28;3615
89;1327;2292;30;3649
90;1330;2354;32;3716
91;1291;2292;21;3604
92;1319;2195;29;3543
93;1353;2266;36;3655
94;1345;2219;27;3591
95;1363;2290;30;3683
96;1392;2276;33;3701
97;1351;2207;34;3592
98;1373;2100;23;3496
99;1288;2239;34;3561
100;1392;2228;32;3652
101;1307;2201;32;3540
102;1327;2174;34;3535
103;1330;2239;31;3600
104;1323;2248;30;3601
105;1308;2253;37;3598
106;1273;2209;41;3523
107;1335;2259;36;3630
108;1346;2186;28;3560
109;1322;2167;35;3524
110;1320;2227;32;3579
111;1339;2156;33;3528
112;1354;2207;36;3597
113;1317;2166;29;3512
114;1275;2143;25;3443
115;1283;2159;41;3483
116;1310;2047;34;3391
117;1289;2217;25;3531
118;1322;2186;31;3539
119;1365;2143;33;3541
120;1288;2178;34;3500
121;1278;2122;30;3430
122;1256;2100;31;3387
123;1354;2194;36;3584
124;1268;2108;41;3417
125;1313;2053;32;3398
126;1277;2185;40;3502
127;1300;2072;29;3401
128;1234;2104;26;3364
129;1288;2079;35;3402
130;1318;2245;43;3606
131;1289;2089;29;3407
132;1270;2093;46;3409
133;1235;2089;39;3363
134;1270;2117;43;3430
135;1262;2064;38;3364
136;1206;2133;31;3370
137;1256;2172;36;3464
138;1216;2108;47;3371
139;1251;2049;27;3327
140;1265;2067;31;3363
141;1248;2082;35;3365
142;1235;2124;35;3394
143;1275;2053;31;3359
144;1265;2105;30;3400
145;1259;2049;32;3340
146;1258;1985;35;3278
147;1261;2092;50;3403
148;1245;2062;48;3355
149;1286;2104;41;3431
150;1269;2048;29;3346
151;1217;2045;41;3303
152;1239;2005;40;3284
153;1253;2020;28;3301
154;1192;1999;37;3228
155;1268;2008;39;3315
156;1257;2024;39;3320
157;1306;2057;30;3393
158;1222;2047;46;3315
159;1170;1985;28;3183
160;1203;1949;39;3191
161;1238;2053;25;3316
162;1257;2029;45;3331
163;1214;1965;40;3219
164;1198;1960;48;3206
165;1236;1937;41;3214
166;1193;2037;36;3266
167;1236;1926;38;3200
168;1230;1898;41;3169
169;1215;1963;28;3206
170;1185;1993;31;3209
171;1265;1897;26;3188
172;1209;2036;40;3285
173;1221;1898;39;3158
174;1189;1861;46;3096
175;1158;1905;47;3110
176;1241;1957;35;3233
177;1243;1851;36;3130
178;1166;1909;40;3115
179;1224;1881;45;3150
180;1248;1964;39;3251
181;1156;1913;32;3101
182;1170;1922;47;3139
183;1139;1932;34;3105
184;1255;2001;49;3305
185;1207;1952;33;3192
186;1191;1828;39;3058
187;1154;1925;30;3109
188;1177;1903;40;3120
189;1161;1907;37;3105
190;1146;1818;39;3003
191;1195;1886;33;3114
